AAAS - African & African Amer Studies | First-Year Seminar | 000064 | Topics vary each semester offered. | FALL-SPRNG
AAAS - African & African Amer Studies | The Ways and Wisdom of First-Gen College Students | 028209 | This course examines the experience of first-generation college students, including their unique challenges, strategies, observations, and analyses. It is intended equally for students of all backgrounds and will, through the ethnographic method, train students in empathetic listening and participant-observation, as well as socially contextualized and cross-culturally comparative analysis. | FALL-SPRNG
AAAS - African & African Amer Studies | The Law in Slavery and Freedom | 024456 | This course focuses on the relationship between slavery, race, and the law. It explores the dimensions and variability of the formal law of slavery, how it addressed the category of slave, codified the powers of slaveholders, and interacted with politics and culture to shape the institution of slavery and the making of the ideology of race. We will study primary documents such as trial transcripts, appellate opinions, treatises, codes, first-person narratives, and secondary work by legal scholars and historians. The course supports the development of skills in critical inquiry, research, and writing leading to the production of a final project based in original research. | FALL-SPRNG
AAAS - African & African Amer Studies | Black Music and the Soul of America | 028412 | This course traces the deep and pervasive impact African Americans have had on music in the United States. Musicians include Louis Armstrong, Bessie Smith, James Brown, Aretha Franklin, John Coltrane, Marian Anderson, Sam Cooke, Olly Wilson, Duke Ellington, Florence Price, William Grant Still, Alicia Keys, Kirk Franklin, and Megan Thee Stallion. The course demonstrates musical, cultural and political connections between these different streams of music and American society. Students will discover the myriad ways that the very soul of America has been conditioned by the practices of Black music. | FALL
AAAS - African & African Amer Studies | Special Topics | 000075 | Seminar version of African & African American Studies 190. | SPRING
AAAS - African & African Amer Studies | Patient and Research Participant Activism and Advocacy | 025265 | In the 1960s, patients appropriated the language and tactics of the civil rights movement to advance clinical and research agendas. Today patient activism is evolving, leading to new solutions, dilemmas, and organizational structures. This course will examine patient and research participant activism and the ways it challenges conventional notions of expertise, amateurism, "human subjects protections," and minimization of risk. Students will bring the tools of journalism, anthropology, humanities scholarship, public policy and community engagement/citizen science to bear on ethical and policy questions. Open only to students in the Science & the Public Focus Program cluster. Department consent required. | FALL
AAAS - African & African Amer Studies | African Americans Since the Civil War | 005263 | Post-slavery black life and thought, as well as race relations and social change, during Reconstruction, Jim Crow, the Civil Rights and Black Power Movements, and contemporary times; ethical concepts and issues on human justice in the course of struggles for democracy, tolerance, and equality. | SPRING
AAAS - African & African Amer Studies | Modern Africa | 005186 | Focuses on African history in twentieth century. Explores history of European colonialism, African nationalism, and the roots of contemporary African issues ranging from conflict and governance to social and cultural effects of economic transformations, pandemic diseases and environmental degradation. | FALL-SPRNG
AAAS - African & African Amer Studies | South African Past and Present | 019171 | Explores the history of modern South Africa from the beginning of the mineral revolution in the 1860s to the post-apartheid present. We will cover mining-centered industrialization, the emergence of Afrikaner and African nationalism, segregationist ideology, and the construction of apartheid. We will examine the plethora of anti-apartheid struggles, and the regional and wide-ranging global efforts to end apartheid and usher in democracy. The establishment and promise of multi-party democracy, the AIDS epidemic, and the reemergence of social movements are all topics we will consider and we will conclude by reflecting on the place of South Africa as a regional, continental, and world power. | FALL-SPRNG
AAAS - African & African Amer Studies | The Atlantic Slave Trade | 005330 | The development of the slave trade from the fifteenth century to its abolition in the nineteenth century; organization and mechanics, impact on Europe, Africa, and the Americas. | SPRING
AAAS - African & African Amer Studies | The Caribbean, 1492-1700 | 005211 | The Caribbean region from the arrival of Columbus (1492) to the emergence of sugar and slavery as powerful shapers of society and culture, by 1700. | FALL
AAAS - African & African Amer Studies | War, Slavery, and Revolution in the Caribbean, 1700-1800 | 005212 | The development of Caribbean society and economy in the contexts of slavery, empire, international rivalry, and democratic revolution. | SPRING
AAAS - African & African Amer Studies | African Diaspora Literature: Twentieth- and Twenty-First-Century Black Writers | 003931 | Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors. | FALL-SPRNG
AAAS - African & African Amer Studies | Crime and the City from Dickens to The Wire | 021134 | Compares representation of crime and the city in two key "texts": Charles Dickens's "Oliver Twist" and the HBO television series, "The Wire." Juxtaposes the social and political contexts to which each text refers, paying particular attention to the nature and causes of criminal activity therein. Explanations emphasizing individual or personal responsibility will be contrasted to those that take structural factors into account, including urban housing, public health, child labor, public education, poverty and its relief, urban governance, as well as the criminal justice system. | SPRING
AAAS - African & African Amer Studies | Fictions That Mark the Moment | 023652 | Course is an engagement with novels from spectacular moments of history, an imagination of the future, a response to narrative conventions of realism and thinking with and against the grain of social understandings. Look at examples of historical, speculative, postcolonial, experimental, science, magical realist fictions and theoretical work. Will consider the means by which narratives produce or rely on ethical beliefs and arguments within the specifics of their world-making as well as the ethical problems presented by relations of power within the particular histories of the texts’ various moments. | FALL-SPRNG
AAAS - African & African Amer Studies | Race, Power, and Identity: From Ali to Kaepernick | 024711 | Exploration of historic and contemporary psycho-social and socio-cultural aspects of the African American sport experience. Examination of research that addresses the effect of physical differences, racial stereotyping, identity development, gender issues, and social influences on African American sport participation patterns. Analysis of sport as a microcosm of society with an emphasis on examining associated educational and societal issues. | FALL-SPRNG
AAAS - African & African Amer Studies | The Modern Caribbean after Emancipation | 021059 | Focus on the Caribbean region as it transitioned from a collection of slave and colonial societies into a region of postcolonial and independent nations. Topics may include: postemancipation political and cultural struggles, pan-Africanism and Rastafarianism, nationalist and anticolonial movements, American economic and political influence in the region, Caribbean emigration to Europe and the United States, and global spread of Caribbean culture. | SPRING
AAAS - African & African Amer Studies | First-Year Seminar | 000064 | Topics vary each semester offered. | FALL-SPRNG
AAAS - African & African Amer Studies | Introduction to African American Studies | 000081 | A range of disciplinary perspectives on key topics in African American Studies: slavery and abolitionism, theories of race and racism, gender and race, the era of Jim Crow, cultural expressions, political and intellectual thought, African American freedom struggles from the seventeenth through the twentieth centuries, and race and public policy. | FALL
AAAS - African & African Amer Studies | Introduction to African Studies (DS3 or DS4) | 000082 | A range of disciplinary perspectives on key topics in contemporary African Studies: nationalism and pan-Africanism, imperialism and colonialism, genocide and famine, development and democratization, art and music, age and gender. | SPRING
AAAS - African & African Amer Studies | Introduction to Latino/a Studies in the Global South | 022918 | Introduction to the interdisciplinary field of Latino/a Studies, and how it reconfigures the study of the United States and the Americas. Considers literature, history, sociology, economics, politics, culture and language in examining terms such as: Latino, latinidad, Global South, transnational, globalization, and multiculturalism. Exploration of alignments and divergences of Latino/a Studies with African and African American Studies, Latin American and Caribbean Studies, and Critical US Studies. Classroom learning will connect with the community outside of Duke. Required introductory course for students in the Latino/a Studies in the Global South certificate program. | FALL-SPRNG
AAAS - African & African Amer Studies | History of Rock: Rhythm & Blues and Rock & Roll to Indie Rock and Hip-Hop | 021427 | The history of rock music from the 1950s to the present. Beginning with its roots in rhythm and blues, country and western, and commercial pop, examination of diverse musical styles, artists and bands, and the many historical, technological, and cultural factors that have contributed to the rise and popularity of rock music. | FALL
AAAS - African & African Amer Studies | Introduction to Jazz | 018580 | Lecture version of Music 140D. | FALL-SPRNG
AAAS - African & African Amer Studies | Motown and American Soul Music | 025035 | During the 1960’s, in Detroit, Michigan, a landmark in music was established: The Motown Sound. This aural kaleidoscope of high quality, dynamic song creation was established through a confluence of talent and hard work by people whose names now line the halls of fame for popular music. Some of these luminaries include Berry Gordy, Diana Ross, Stevie Wonder, Marvin Gaye, and Holland-Dozier-Holland. This course will investigate the societal and musical factors that gave rise to such a distinctive aesthetic, also framing this phenomenon as a point of comparison to a range of commercial music styles, including Philly Soul, Southern Soul, RnB, and current musical trends. | SPRING
AAAS - African & African Amer Studies | Business Anthropology: Anthropologists in the Workplace | 025328 | Introduces students to the various applications of anthropological theory and ethnographic method in contemporary institutional settings with the aim of familiarizing students with alternative career opportunities. The course looks at corporate and other private and public-sector use cases as well as the extensive literatures in the fields of organizational management, user, and consumer experience. Students also engage professionals in order to better understand processes of research, hypothesis testing, analysis, and the formulation of organizational management, design, and other strategic solutions for clients. | FALL-SPRNG
AAAS - African & African Amer Studies | The Ways and Wisdom of First-Gen College Students | 028209 | This course examines the experience of first-generation college students, including their unique challenges, strategies, observations, and analyses. It is intended equally for students of all backgrounds and will, through the ethnographic method, train students in empathetic listening and participant-observation, as well as socially contextualized and cross-culturally comparative analysis. | FALL-SPRNG
AAAS - African & African Amer Studies | The Law in Slavery and Freedom | 024456 | This course focuses on the relationship between slavery, race, and the law. It explores the dimensions and variability of the formal law of slavery, how it addressed the category of slave, codified the powers of slaveholders, and interacted with politics and culture to shape the institution of slavery and the making of the ideology of race. We will study primary documents such as trial transcripts, appellate opinions, treatises, codes, first-person narratives, and secondary work by legal scholars and historians. The course supports the development of skills in critical inquiry, research, and writing leading to the production of a final project based in original research. | FALL-SPRNG
AAAS - African & African Amer Studies | First-Year Seminar | 000064 | Topics vary each semester offered. | FALL-SPRNG
AAAS - African & African Amer Studies | Introduction to African American Studies | 000081 | A range of disciplinary perspectives on key topics in African American Studies: slavery and abolitionism, theories of race and racism, gender and race, the era of Jim Crow, cultural expressions, political and intellectual thought, African American freedom struggles from the seventeenth through the twentieth centuries, and race and public policy. | FALL
AAAS - African & African Amer Studies | Introduction to African Studies (DS3 or DS4) | 000082 | A range of disciplinary perspectives on key topics in contemporary African Studies: nationalism and pan-Africanism, imperialism and colonialism, genocide and famine, development and democratization, art and music, age and gender. | SPRING
AAAS - African & African Amer Studies | Introduction to Latino/a Studies in the Global South | 022918 | Introduction to the interdisciplinary field of Latino/a Studies, and how it reconfigures the study of the United States and the Americas. Considers literature, history, sociology, economics, politics, culture and language in examining terms such as: Latino, latinidad, Global South, transnational, globalization, and multiculturalism. Exploration of alignments and divergences of Latino/a Studies with African and African American Studies, Latin American and Caribbean Studies, and Critical US Studies. Classroom learning will connect with the community outside of Duke. Required introductory course for students in the Latino/a Studies in the Global South certificate program. | FALL-SPRNG
AAAS - African & African Amer Studies | History of Rock: Rhythm & Blues and Rock & Roll to Indie Rock and Hip-Hop | 021427 | The history of rock music from the 1950s to the present. Beginning with its roots in rhythm and blues, country and western, and commercial pop, examination of diverse musical styles, artists and bands, and the many historical, technological, and cultural factors that have contributed to the rise and popularity of rock music. | FALL
AAAS - African & African Amer Studies | Introduction to Jazz | 018580 | Lecture version of Music 140D. | FALL-SPRNG
AAAS - African & African Amer Studies | Motown and American Soul Music | 025035 | During the 1960’s, in Detroit, Michigan, a landmark in music was established: The Motown Sound. This aural kaleidoscope of high quality, dynamic song creation was established through a confluence of talent and hard work by people whose names now line the halls of fame for popular music. Some of these luminaries include Berry Gordy, Diana Ross, Stevie Wonder, Marvin Gaye, and Holland-Dozier-Holland. This course will investigate the societal and musical factors that gave rise to such a distinctive aesthetic, also framing this phenomenon as a point of comparison to a range of commercial music styles, including Philly Soul, Southern Soul, RnB, and current musical trends. | SPRING
AAAS - African & African Amer Studies | Business Anthropology: Anthropologists in the Workplace | 025328 | Introduces students to the various applications of anthropological theory and ethnographic method in contemporary institutional settings with the aim of familiarizing students with alternative career opportunities. The course looks at corporate and other private and public-sector use cases as well as the extensive literatures in the fields of organizational management, user, and consumer experience. Students also engage professionals in order to better understand processes of research, hypothesis testing, analysis, and the formulation of organizational management, design, and other strategic solutions for clients. | FALL-SPRNG
AAAS - African & African Amer Studies | The Ways and Wisdom of First-Gen College Students | 028209 | This course examines the experience of first-generation college students, including their unique challenges, strategies, observations, and analyses. It is intended equally for students of all backgrounds and will, through the ethnographic method, train students in empathetic listening and participant-observation, as well as socially contextualized and cross-culturally comparative analysis. | FALL-SPRNG
AAAS - African & African Amer Studies | First-Year Seminar | 000064 | Topics vary each semester offered. | FALL-SPRNG
AAAS - African & African Amer Studies | Introduction to African American Studies | 000081 | A range of disciplinary perspectives on key topics in African American Studies: slavery and abolitionism, theories of race and racism, gender and race, the era of Jim Crow, cultural expressions, political and intellectual thought, African American freedom struggles from the seventeenth through the twentieth centuries, and race and public policy. | FALL
AAAS - African & African Amer Studies | Introduction to African Studies (DS3 or DS4) | 000082 | A range of disciplinary perspectives on key topics in contemporary African Studies: nationalism and pan-Africanism, imperialism and colonialism, genocide and famine, development and democratization, art and music, age and gender. | SPRING
AAAS - African & African Amer Studies | Introduction to Latino/a Studies in the Global South | 022918 | Introduction to the interdisciplinary field of Latino/a Studies, and how it reconfigures the study of the United States and the Americas. Considers literature, history, sociology, economics, politics, culture and language in examining terms such as: Latino, latinidad, Global South, transnational, globalization, and multiculturalism. Exploration of alignments and divergences of Latino/a Studies with African and African American Studies, Latin American and Caribbean Studies, and Critical US Studies. Classroom learning will connect with the community outside of Duke. Required introductory course for students in the Latino/a Studies in the Global South certificate program. | FALL-SPRNG
AAAS - African & African Amer Studies | History of Rock: Rhythm & Blues and Rock & Roll to Indie Rock and Hip-Hop | 021427 | The history of rock music from the 1950s to the present. Beginning with its roots in rhythm and blues, country and western, and commercial pop, examination of diverse musical styles, artists and bands, and the many historical, technological, and cultural factors that have contributed to the rise and popularity of rock music. | FALL
AAAS - African & African Amer Studies | Introduction to Jazz | 018580 | Lecture version of Music 140D. | FALL-SPRNG
AAAS - African & African Amer Studies | Motown and American Soul Music | 025035 | During the 1960’s, in Detroit, Michigan, a landmark in music was established: The Motown Sound. This aural kaleidoscope of high quality, dynamic song creation was established through a confluence of talent and hard work by people whose names now line the halls of fame for popular music. Some of these luminaries include Berry Gordy, Diana Ross, Stevie Wonder, Marvin Gaye, and Holland-Dozier-Holland. This course will investigate the societal and musical factors that gave rise to such a distinctive aesthetic, also framing this phenomenon as a point of comparison to a range of commercial music styles, including Philly Soul, Southern Soul, RnB, and current musical trends. | SPRING
AAAS - African & African Amer Studies | Business Anthropology: Anthropologists in the Workplace | 025328 | Introduces students to the various applications of anthropological theory and ethnographic method in contemporary institutional settings with the aim of familiarizing students with alternative career opportunities. The course looks at corporate and other private and public-sector use cases as well as the extensive literatures in the fields of organizational management, user, and consumer experience. Students also engage professionals in order to better understand processes of research, hypothesis testing, analysis, and the formulation of organizational management, design, and other strategic solutions for clients. | FALL-SPRNG
AAAS - African & African Amer Studies | The Ways and Wisdom of First-Gen College Students | 028209 | This course examines the experience of first-generation college students, including their unique challenges, strategies, observations, and analyses. It is intended equally for students of all backgrounds and will, through the ethnographic method, train students in empathetic listening and participant-observation, as well as socially contextualized and cross-culturally comparative analysis. | FALL-SPRNG
AAAS - African & African Amer Studies | The Law in Slavery and Freedom | 024456 | This course focuses on the relationship between slavery, race, and the law. It explores the dimensions and variability of the formal law of slavery, how it addressed the category of slave, codified the powers of slaveholders, and interacted with politics and culture to shape the institution of slavery and the making of the ideology of race. We will study primary documents such as trial transcripts, appellate opinions, treatises, codes, first-person narratives, and secondary work by legal scholars and historians. The course supports the development of skills in critical inquiry, research, and writing leading to the production of a final project based in original research. | FALL-SPRNG
AAAS - African & African Amer Studies | Black Music and the Soul of America | 028412 | This course traces the deep and pervasive impact African Americans have had on music in the United States. Musicians include Louis Armstrong, Bessie Smith, James Brown, Aretha Franklin, John Coltrane, Marian Anderson, Sam Cooke, Olly Wilson, Duke Ellington, Florence Price, William Grant Still, Alicia Keys, Kirk Franklin, and Megan Thee Stallion. The course demonstrates musical, cultural and political connections between these different streams of music and American society. Students will discover the myriad ways that the very soul of America has been conditioned by the practices of Black music. | FALL
AAAS - African & African Amer Studies | Special Topics | 000075 | Seminar version of African & African American Studies 190. | SPRING
AAAS - African & African Amer Studies | Patient and Research Participant Activism and Advocacy | 025265 | In the 1960s, patients appropriated the language and tactics of the civil rights movement to advance clinical and research agendas. Today patient activism is evolving, leading to new solutions, dilemmas, and organizational structures. This course will examine patient and research participant activism and the ways it challenges conventional notions of expertise, amateurism, "human subjects protections," and minimization of risk. Students will bring the tools of journalism, anthropology, humanities scholarship, public policy and community engagement/citizen science to bear on ethical and policy questions. Open only to students in the Science & the Public Focus Program cluster. Department consent required. | FALL
AAAS - African & African Amer Studies | African Americans Since the Civil War | 005263 | Post-slavery black life and thought, as well as race relations and social change, during Reconstruction, Jim Crow, the Civil Rights and Black Power Movements, and contemporary times; ethical concepts and issues on human justice in the course of struggles for democracy, tolerance, and equality. | SPRING
AAAS - African & African Amer Studies | Modern Africa | 005186 | Focuses on African history in twentieth century. Explores history of European colonialism, African nationalism, and the roots of contemporary African issues ranging from conflict and governance to social and cultural effects of economic transformations, pandemic diseases and environmental degradation. | FALL-SPRNG
AAAS - African & African Amer Studies | South African Past and Present | 019171 | Explores the history of modern South Africa from the beginning of the mineral revolution in the 1860s to the post-apartheid present. We will cover mining-centered industrialization, the emergence of Afrikaner and African nationalism, segregationist ideology, and the construction of apartheid. We will examine the plethora of anti-apartheid struggles, and the regional and wide-ranging global efforts to end apartheid and usher in democracy. The establishment and promise of multi-party democracy, the AIDS epidemic, and the reemergence of social movements are all topics we will consider and we will conclude by reflecting on the place of South Africa as a regional, continental, and world power. | FALL-SPRNG
AAAS - African & African Amer Studies | The Atlantic Slave Trade | 005330 | The development of the slave trade from the fifteenth century to its abolition in the nineteenth century; organization and mechanics, impact on Europe, Africa, and the Americas. | SPRING
AAAS - African & African Amer Studies | The Caribbean, 1492-1700 | 005211 | The Caribbean region from the arrival of Columbus (1492) to the emergence of sugar and slavery as powerful shapers of society and culture, by 1700. | FALL
AAAS - African & African Amer Studies | War, Slavery, and Revolution in the Caribbean, 1700-1800 | 005212 | The development of Caribbean society and economy in the contexts of slavery, empire, international rivalry, and democratic revolution. | SPRING
AAAS - African & African Amer Studies | African Diaspora Literature: Twentieth- and Twenty-First-Century Black Writers | 003931 | Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors. | FALL-SPRNG
AAAS - African & African Amer Studies | Crime and the City from Dickens to The Wire | 021134 | Compares representation of crime and the city in two key "texts": Charles Dickens's "Oliver Twist" and the HBO television series, "The Wire." Juxtaposes the social and political contexts to which each text refers, paying particular attention to the nature and causes of criminal activity therein. Explanations emphasizing individual or personal responsibility will be contrasted to those that take structural factors into account, including urban housing, public health, child labor, public education, poverty and its relief, urban governance, as well as the criminal justice system. | SPRING
AAAS - African & African Amer Studies | Fictions That Mark the Moment | 023652 | Course is an engagement with novels from spectacular moments of history, an imagination of the future, a response to narrative conventions of realism and thinking with and against the grain of social understandings. Look at examples of historical, speculative, postcolonial, experimental, science, magical realist fictions and theoretical work. Will consider the means by which narratives produce or rely on ethical beliefs and arguments within the specifics of their world-making as well as the ethical problems presented by relations of power within the particular histories of the texts’ various moments. | FALL-SPRNG
AAAS - African & African Amer Studies | Race, Power, and Identity: From Ali to Kaepernick | 024711 | Exploration of historic and contemporary psycho-social and socio-cultural aspects of the African American sport experience. Examination of research that addresses the effect of physical differences, racial stereotyping, identity development, gender issues, and social influences on African American sport participation patterns. Analysis of sport as a microcosm of society with an emphasis on examining associated educational and societal issues. | FALL-SPRNG
AAAS - African & African Amer Studies | The Modern Caribbean after Emancipation | 021059 | Focus on the Caribbean region as it transitioned from a collection of slave and colonial societies into a region of postcolonial and independent nations. Topics may include: postemancipation political and cultural struggles, pan-Africanism and Rastafarianism, nationalist and anticolonial movements, American economic and political influence in the region, Caribbean emigration to Europe and the United States, and global spread of Caribbean culture. | SPRING
AAAS - African & African Amer Studies | The Civil Rights Movement | 005319 | An interdisciplinary examination of the civil rights movement from World War II through the late 1960s. | SPRING
AAAS - African & African Amer Studies | Sociology of Racism in America | 009813 | Examines social history of major racial groups in the US and relationships to contemporary standing. Discusses central concepts sociologists use to analyze racial matters. Central theme: "racism" is not mere "prejudice," "ignorance," or “intolerance,” but a comprehensive historical system of racial domination organized around the logic of white supremacy. Discussion of "whiteness" in the USA—how whiteness emerged as a social category, an identity based on experiences of variety of European “peoples;" how it dominated the racial structure of the US since the 17th century, how wealth has been distributed along racial lines, racialization of Asians and Latinos, and color blind racism. | FALL-SPRNG
AAAS - African & African Amer Studies | Social Movements and Social Media | 021369 | Examines uses and abuses of social media by social movements. Interested in a broader historical study of mediating technologies and oppositional public sphere, course considers the uses of cameras, phones, cassette players, radio, and social media platforms, but also books, bodies, art, fashion, and automobiles as oppositional technologies. Studies political and ethical uses of technologies in social unrest. Investigates impact of technologies on social movements and social transformations in contemporary history. Student driven case studies will highlight contemporary engagement with social media by networked social movements. | SPRING
AAAS - African & African Amer Studies | Martin Luther King and the Prophetic Tradition | 023545 | Situates Martin Luther King as a preacher in the black Christian tradition with a liberationist reading. Traces the movement from civil rights to opposition to economic injustice, war, and militarism. Analyzes what the prophetic voices of today have to say about issues of poverty, racism, environmental destruction, militarism, homophobia, drones, sexism. | FALL-SPRNG
AAAS - African & African Amer Studies | Global 'Mixed Race' Studies | 026891 | By exploring pioneering and controversial writings from both the social and the biological sciences as well as the humanities, this course will situate debates on 'race', 'mixed race' and social hierarchies within broader global, comparative, and historical contexts. These comparative examples shed light on the the different social, social, and historical meanings attached to 'race' and 'mixed race' and address social and cultural variations in the symbolic rules which determine the social status of 'mixed race' communities. Open only to students in the Focus Program. | FALL
AAAS - African & African Amer Studies | The Anthropology of Race | 012561 | Human variation and the historical development of concepts of race; science and scientific racism; folk-concepts of race; and the political and economic causes of racism; ethics of racism. | FALL
AAAS - African & African Amer Studies | Giants of Jazz: A Journey into the Lives and Music of the Masters of Jazz Music | 025597 | In the Giants of Jazz Seminar, students will delve deeply into the music and lives of the biggest names in Jazz. Miles Davis, John Coltrane, Charlie Parker, Duke Ellington, Art Blakey and Cannonball Adderly (to name a few) are among those who created various levels of the art form known as jazz, and this course allows students a unique opportunity to get down and dirty with the music and blueprint they left for the world to enjoy. This highly interactive course engages students with the Professor, and it is a fun and exciting way to get up close and personal with some of the greatest music and musicians of all time. | SPRING
AAAS - African & African Amer Studies | Independent African American Cinema | 027454 | Independent African American Independent cinema from the silent film era to the present. Perspectives on issues of politics, representation, cultural identity, marginality and difference in contemporary American society. Focus on independent directorial figures and their intervention through genres, historical movements, and modes of production to examine how innovation helps define African American cinema’s rich past and possibilities as well as key shifts in the larger social contexts of race, gender, and class in the United States. | SPRING
AAAS - African & African Amer Studies | Studio Pop: Histories & Sounds, 1960s to 80s | 028814 | Pop-music styles as the work of studio production techniques, post-1960s. We explore four influential artists--The Beach Boys ("Pet Sounds" 1966, and later albums); Stevie Wonder ("Music of My Mind" 1971 to "Songs in the Key of Life" 1976); Steely Dan (albums released 1972-79) and Prince (albums 1977 to 1987). Topics include: history of studio production, multi-track tape innovations, orchestrations, backing vocals, sonic balance, space; synthesizer technology; drum-machine grooves, Close reading of songs, producers, studio styles, press/fan reception. Analysis of music in acoustic, narrative, poetic or structural terms through close listening. Readings from critical literature. | FALL-SPRNG
AAAS - African & African Amer Studies | Race, Genomics, and Society | 019367 | The field of genetics has been at the forefront of discourse concerning the concept of “race” in humans. This course explores human origins, human variation, human identity, and human health through a broad range of enduring and emerging themes and challenging questions related to race and genetics (and now, genomics) on a global scale. Students will acquire knowledge and skills required for integrative analyses of the relevant scientific, ethical, legal, societal, cultural, and psychosocial issues. Open to students at all levels from any discipline in the arts, humanities, and sciences (natural, social, formal, and applied). | FALL-SPRNG
AAAS - African & African Amer Studies | Latin American Wars of Independence | 025598 | This course covers the conspiracies, uprisings, and wars that led to the independence of Haiti and the Latin American colonies of Spain and Portugal between 1780 and the 1898 withdrawal of Spain from Cuba. It focuses on the key military and political leaders of anti-colonial struggles conducted on a continental scale from the islands of the Caribbean to the Andean highlands and beyond. Military strategy and political tactics were decisively shaped by modern debates about the meaning of freedom in terms of slavery and national self-determination. No prior knowledge of Latin America and the Caribbean required. | FALL-SPRNG
AAAS - African & African Amer Studies | Islam in the Americas | 005616 | Explores how Muslim communities live and practice Islam in the American context. Examines diverse Muslim communities emerging from transatlantic exploration, trade in slaves, and migration as well as indigenous conversion. Discussion of religious and cultural identities of American Muslim peoples and consideration of questions of communal organization, religious authority, gender dynamics, youth culture, political and civic engagement, as well as American Muslim comedy and entertainment. Examination of impact of 9/11 upon American Muslims, their responses to the tragedy, and Americans' shifting perceptions of Islam and Muslims. | FALL
AAAS - African & African Amer Studies | Death, Burial, and Justice in the Americas | 026243 | This interdisciplinary course explores the phenomenon of necroviolence: attacks on the dignity, integrity, and memory of the dead. Cases come from the United States, Latin America, and Canada. Topics include the rights of the dead, cultural attitudes towards the dead, and the “ambiguous loss” experienced by loved ones of the disappeared. We also explore the activism of family members, volunteer cemetery reclamation groups, and forensic scientists who exhume mass graves to identify bodies. Students will interact with guest speakers, spend time in a local African American cemetery with ties to Duke, and do community work and research on behalf of the marginalized dead. | FALL-SPRNG
AAAS - African & African Amer Studies | Critical Pedagogy of Hip Hop | 027510 | This course examines the role of critical pedagogy in developing learning environments that engage and empower youth. Emphasis is placed on the context of Hip Hop as a foundation for instructional decision-making and social justice advocacy/activism. Students will explore the historical and socio-cultural foundations of education initiatives, teaching and learning strategies, federal and state mandates and educational policy issues that contribute to marginalization. Innovations, interdisciplinary collaboration and community programs designed to strengthen schools and communities will be highlighted. | SPRING
